,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
1013978,AR,5149,Yell,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,457.61137104,TON
1013983,AR,5147,Woodruff,Fuel Comb - Residential - Oil,Ammonia,CAP,0.0,TON
1014040,AR,5093,Mississippi,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,6.5760179999999995,TON
1014675,AR,5047,Franklin,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.03117919,TON
1015882,AR,5133,Sevier,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.0028942940000000004,TON
1016272,AR,5057,Hempstead,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.01616755333,TON
1016565,AR,5067,Jackson,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,2.86547507,TON
1017326,AR,5055,Greene,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.1590614,TON
1018796,AR,5007,Benton,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,0.0008691805000000001,TON
1019905,AR,5073,Lafayette,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,0.04221607,TON
1021322,AR,5143,Washington,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,5.341941,TON
1022909,AR,5127,Scott,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.00028231560000000004,TON
1023155,AR,5123,St. Francis,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,2.4831529999999997,TON
1023633,AR,5027,Columbia,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.0464431,TON
1023739,AR,5143,Washington,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,33.68209,TON
1026171,AR,5141,Van Buren,Commercial Cooking,Carbon Monoxide,CAP,1.42859079,TON
1027509,AR,5045,Faulkner,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.003573053,TON
1028775,AR,5023,Cleburne,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.06188674,TON
1032177,AR,5117,Prairie,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.05361708,TON
1033139,AR,5113,Polk,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
1033635,AR,5089,Marion,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,0.1058786,TON
1034142,AR,5029,Conway,Commercial Cooking,Carbon Monoxide,CAP,1.2761305,TON
1035188,AR,5007,Benton,Fuel Comb - Residential - Oil,Ammonia,CAP,0.022463777,TON
1035950,AR,5025,Cleveland,Commercial Cooking,Carbon Monoxide,CAP,0.0,TON
1036585,AR,5025,Cleveland,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.07451039999999999,TON
1038071,AR,5083,Logan,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
1038957,AR,5027,Columbia,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.16282076,TON
1039008,AR,5097,Montgomery,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
1039111,AR,5109,Pike,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.02186389,TON
