,Operator ID,Operator Name,Operator Type,State,2010 - Main Miles Built,2011 - Main Miles Built,2012 - Main Miles Built,2013 - Main Miles Built,2014 - Main Miles Built,2015 - Main Miles Built,2016 - Main Miles Built,2017 - Main Miles Built,2018 - Main Miles Built,2019 - Main Miles Built,2020 - Main Miles Built
205,31094,"GARRETSON GAS UTILITY, CITY OF",Municipal Owned,SD,0,0,0,0,0,0,1,0.10000000000000009,0.0,0.09999999999999987,0.5
206,31093,CITY OF FOSSTON MUNICIPAL GAS,Municipal Owned,MN,0,0.32,0.9199999999999999,0.1499999999999999,0.0,0.0,0.07000000000000006,0.0,0.1200000000000001,0.0,0
207,31090,"CROOKS MUNICIPAL GAS, CITY OF",Municipal Owned,SD,0,0,0,0,0.41,0.8700000000000001,1.22,0.08999999999999986,0.5260000000000002,0.1479999999999997,0
208,31071,CITIES OF CLARISSA AND EAGLE BEND,Municipal Owned,MN,0,0,0,0,0.89,0.020000000000000018,0.0,0.0,0.0,0.0,0
209,31070,"MORGAN, CITY OF",Municipal Owned,MN,0,0,0,0,0,0,0,0,0,0,0
210,31065,MILLER OIL COMPANY,Privately Owned,MT,0,0,0.113,0.305,0.04200000000000004,0.011999999999999955,0.0,-0.023999999999999966,-0.044999999999999984,0.0,0
211,31044,"LOWER VALLEY ENERGY, INC.",Cooperative,WY,4,1,2,0.75,3.6899999999999995,-11.44,19.36,2.120000000000001,3.0500000000000007,9.909999999999997,6.97
212,31018,"PORT ARANSAS, CITY OF",Municipal Owned,TX,1.37,2.4299999999999997,2.4240000000000004,1.0739999999999998,1.3559999999999999,2.4779999999999998,4.385,0.625,0.7980000000000018,0.820999999999998,0.608
213,31014,"COHASSET, CITY OF",Municipal Owned,MN,0,2.28,3.0900000000000003,2.7199999999999998,5.25,3.7300000000000004,2.789999999999999,16.86,5.509999999999998,4.840000000000003,0.57
214,30996,"RICHLAND, CITY OF",Municipal Owned,MO,0,0,0,0,0,0,0,0,0,0,0
215,30993,T & L GAS CO,Privately Owned,TX,1.5,0.0,0.19999999999999996,0.30000000000000004,0.2999999999999998,0.30000000000000027,0.0,0.7999999999999998,0.0,0.0,0.3
216,30975,"FOREXCO, INC.",Privately Owned,TN,0,0,0,0,0,0,0,0,0,0,0
217,30967,GREATER MINNESOTA GAS INC.,Investor Owned,MN,8.398,10.449000000000002,43.940999999999995,109.91000000000001,46.274,57.25399999999999,46.97000000000003,26.176999999999964,35.94,46.271000000000015,15.12
218,30964,"HUMBOLDT MUNICIPAL GAS, CITY OF",Municipal Owned,SD,0,0,0,0,0,0,0,0.5,0.0,0.0,0
219,30961,"GOODHUE MUNICIPAL GAS, CITY OF",Municipal Owned,MN,0,0,0,0,2,0,0,0.5,0.0,0.0,0.25
220,30930,KNG ENERGY INC,Investor Owned,OH,3,2.25,3.75,2.1799999999999997,6.140000000000001,5.25,3.5700000000000003,1.5500000000000007,5.319999999999997,2.9100000000000037,0.521
221,30929,"SPLENDORA, CITY OF",Municipal Owned,TX,25.3,0.0,0.0,0.0,-4.300000000000001,0,0,0,2,1.8000000000000007,24.8
222,30927,E&S GASLINE,Privately Owned,NE,0,0,0,0,0,0,0,0,0,0,0
223,30909,TRANSMONTAIGNE OPERATING COMPANY L.P.,Privately Owned,CA,0,0,0,0,0,0,0,0,0,0,0
224,30894,"BLUEGRASS GAS SALES, INC.",Privately Owned,KY,0,0,0,0,0,0,0,0,0,0,0
225,30893,"RANDALL, CITY OF",Municipal Owned,MN,0,0,0,0,0,0,0,0,0,0,0
226,30889,"RANTOUL, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0.12,0.0,0.03,0.0,0.0,0
227,30878,KILMICHAEL NATURAL GAS,Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
228,30866,"WAYNESVILLE, CITY OF",Municipal Owned,MO,0,0.5,0.0,0.5,0.19999999999999996,0.19999999999999996,4.0,0.0,0.0,0.0,0
229,30865,"ST. ROBERT, CITY OF",Municipal Owned,MO,0,0,0,0,0,0,0,0,0,0.17,0
230,30863,"TUMLINSON ENGINEERING, INC",Privately Owned,TN,0,0,0,0,0,0,0,0,0,0,0
231,30839,"WALDEN, TOWN OF",Municipal Owned,WY,0,0,0.6,0.12,0.0,0.43999999999999995,0.72,4.0,0.0,0.0,0.03
232,30769,SPIRE MISSOURI INC. WEST,Investor Owned,MO,26.446,44.751999999999995,58.55499999999999,51.25400000000002,37.52599999999998,70.06700000000004,153.84999999999997,264.18,262.533,241.45699999999988,131.9
233,30750,MIDAMERICAN ENERGY COMPANY,Investor Owned,SD,14.448,25.997,30.104999999999997,35.394000000000005,37.92999999999999,34.141999999999996,23.531000000000006,25.405,13.161000000000001,28.757000000000005,10.117
234,30711,HILCORP ENERGY COMPANY,Privately Owned,NM,0,0,0,0,0,0,0,0,0,0,0
235,30669,POPLAR GROVE UTILITY DISTRICT,Cooperative,TN,5,3,2,1,2,5,10,6,9,5,2
236,30666,"ENMARK ENERGY, INC",Privately Owned,WV,0,0,0,0,0,2.12,0.0,0.0,0.0,0.0,0
237,30660,FLORENCE UTILITY COMMISSION,Municipal Owned,WI,3,0,0,1,2,1,1,1,1,0,2
238,30643,CITY OF RED BOILING SPRINGS GAS UTILITY,Municipal Owned,TN,0,0,10,0,0,0,0,0,0,0,0
239,30630,"OKTEX PIPELINE COMPANY, LLC",Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0
240,30629,"ONEOK FIELD SERVICES COMPANY, L.L.C.",Investor Owned,OK,0,0,0,0,0,0,0,0,0,0,0
241,30618,"BELLS, GAS & WATER DEPT., CITY OF",Municipal Owned,TN,0,0,0,0,0,0,0,0,0,0,0
242,30588,ENERFIN RESOURCES I LIMITED PARTNERSHIP,Privately Owned,OK,0,0,0,0,0,0,0,0,0,0,0
243,30568,CITY OF PIKEVILLE,Municipal Owned,KY,2,0,0,0,0,0,0,0,0,0,0
244,30566,"ROUND LAKE, CITY OF",Municipal Owned,MN,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0
245,30565,WEST LINCOLN NATURAL GAS DISTRICT,Municipal Owned,MS,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
246,30563,GROVE MUNICIPAL SERVICES AUTHORITY,Municipal Owned,OK,0.779,1.009,2.5629999999999997,1.4459999999999997,0.9450000000000003,0.4770000000000003,1.1959999999999988,2.248000000000001,1.0489999999999995,0.5830000000000002,0
247,30561,WHEATON MUNICIPAL GAS,Municipal Owned,MO,0,0,0,1,0,1,0,0,0,0,0
248,30557,HAVENSVILLE GAS,Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
249,30556,MORLAND CITY OF,Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
250,30530,EAST CENTRAL ALABAMA GAS DISTRICT,Municipal Owned,AL,2.65,2.5000000000000004,0.0,2.6999999999999993,4.200000000000001,7.0,1.0,1.0999999999999979,0.20000000000000284,1.0,2.15
251,30527,FAIRLAND GAS CO,Municipal Owned,OK,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
252,30526,OILTON PUBLIC WORKS AUTHORITY,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
253,30524,WHEELWRIGHT UTILITY COMMISSION,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
254,30515,WINFIELD MUNICIPAL GAS,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
255,30510,NEPHI CITY,Municipal Owned,UT,0.31,0.0,0.0,0.0,0.29,0.21000000000000008,0.009999999999999898,0.7800000000000001,1.2999999999999998,1.6,7
256,30509,MONA TOWN,Municipal Owned,UT,0.816,0.2300000000000001,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999987,1
257,30508,LEVAN TOWN,Municipal Owned,UT,9.2,0.0,-9.0,0.009999999999999981,0.0,0.010000000000000009,0.0,0.12999999999999998,0.030000000000000027,0.45999999999999996,0
258,30507,AFTON PUBLIC WORKS AUTHORITY (APWA),Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
259,30069,SIGEL GAS,Investor Owned,PA,0,0,1,0,1.9300000000000002,0.0,0.5,1.4499999999999997,0.6000000000000005,0.02999999999999936,0.29
260,30058,"BELLEVILLE, CITY OF, MUNICIPAL GAS DEPT",Municipal Owned,KS,0.02,0.0,0.0,0.02,0.34,0.30999999999999994,0.0,0.0,0.0,0.0,0.32
261,30047,"BLANDING, CITY OF",Municipal Owned,UT,0,0,0,0,2,0,0,0,3.4000000000000004,0.39999999999999947,1.2
262,30046,"CUBA, CITY OF, GAS DEPARTMENT",Municipal Owned,MO,0,1,0,1,0,1,0,0,1,1,1
263,30039,EVERLY MUNICIPAL GAS,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
264,30030,"ST JOSEPH, CITY OF",Municipal Owned,TN,0,0,0,0,0,0,0,0,0,0,0
265,30007,WINONA GAS,Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
266,26358,EASTERN NATURAL GAS CO,Privately Owned,OH,2,2,0,0,2,1,0,1,1,1,1
267,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",Investor Owned,OK,0,0,0,0,0,0,0,0,0,0,0
268,26310,"MAMOU, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
269,25136,ST JOE NATURAL GAS CO INC,Investor Owned,FL,1,2,2,0,0,2,0,0,0,8,1
270,25126,MT PLEASANT GAS SYSTEM,Municipal Owned,TN,0,0,0.5,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0
271,25110,EPCOR GAS TEXAS INC.,Privately Owned,TX,13,7.899999999999999,9.093,10.031000000000002,9.866999999999997,6.797000000000004,5.062999999999995,9.586000000000006,1.8269999999999982,7.823999999999998,5.726
272,25109,"MARIETTA, CITY OF",Municipal Owned,TX,0,0,0.33,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0
273,25049,WOODWORTH MUNICIPAL GAS DEPT,Municipal Owned,LA,0,0,0,0,0,0,2,0,1.7000000000000002,0.2999999999999998,0.5
274,25048,WASHINGTON PARISH UTILITY DIST #1,Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
275,25046,RAPIDES PARISH GAS UTILITY DIST #2,Municipal Owned,LA,0,0.25,0.12,0.0,0.18500000000000005,0.11399999999999999,0.006000000000000005,0.0,0.0,0.0,0.218
276,25010,"ZACHARY WATER & GAS DISTRIBUTION SYSTEM, CITY OF",Municipal Owned,LA,132,1,1,1,1,1,1,-118.1,-9.899999999999999,0,0
277,25000,ZIA NATURAL GAS CO,Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
278,24040,"YORK GAS DEPT, CITY OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
279,24030,YORK COUNTY NATURAL GAS AUTH,Municipal Owned,SC,22,23.700000000000003,10.219999999999999,9.0,29.084999999999994,52.095,52.53999999999999,28.420000000000016,24.22,28.460000000000008,33.83
280,24015,YANKEE GAS SERVICES CO,Investor Owned,CT,21.128,38.785,51.022000000000006,49.227000000000004,39.691,35.94,41.69599999999997,67.01100000000002,35.97000000000003,126.42999999999995,61.8
281,24010,YALE WATER & SEWER TRUST,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
282,22917,WYOMING GAS CO,Privately Owned,WY,4,8,3,2,4,5,8,2,1,5,0
283,22903,"WRENS NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0.25,3.0,4.15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
284,22882,"WOODVILLE, TOWN OF",Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
285,22873,"WOODVILLE, CITY OF",Municipal Owned,TX,3,0,0,2,0,0,0,0,0,0,0
286,22868,WOODSBORO NATURAL GAS CORP,Privately Owned,TX,0,0,15.96,-0.05500000000000149,0.34300000000000175,-0.012000000000000455,-0.01600000000000179,-0.05299999999999727,0.0,-0.8300000000000018,15.245
287,22833,WOODBINE MUNICIPLE NATURAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.2
288,22791,WISCONSIN PUBLIC SERVICE CORP,Investor Owned,WI,15,31.9,37.00000000000001,42.099999999999994,130,274,87,255,230,157,89
289,22784,ALLIANT ENERGY - WISCONSIN POWER & LIGHT CO,Investor Owned,WI,46.94,76.69,56.23000000000002,67.03999999999999,79.91999999999999,143.18,167.03999999999996,140.46000000000004,144.0,155.97000000000003,74.86
290,22777,WISCONSIN ELECTRIC POWER COMPANY DBA WE ENERGIES,Investor Owned,WI,51,59,53,58,71,56,109,103,169,150,96
291,22769,"WISNER, CITY OF",Municipal Owned,NE,0,0,0,0,0,2.332,0.05400000000000027,0.0,0.10000000000000009,0.0,0
292,22763,WISCONSIN GAS LLC DBA WE ENERGIES,Investor Owned,WI,120,161,160,325,200,253,212,165,219,205,145
293,22742,"WINONA, TOWN OF",Municipal Owned,TX,0,0,0,0,0,0,0,1,0,0,0.1
294,22735,"WINNSBORO MUNICIPAL GAS SYSTEM, TOWN OF",Municipal Owned,SC,4.7,0.0,0.0,0.5,1.0,0.0,0.5,1.2999999999999998,0,0,0
295,22725,"WINFIELD GAS DEPT, CITY OF",Municipal Owned,KS,1,0,0,0,0,1,0,0,0,0.5,0
296,22707,"WINDER NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,2.9,6.6,5.5,2.5,1.2800000000000011,1.0999999999999979,5.100000000000001,6.649999999999999,5.360000000000003,3.469999999999999,11.07
297,22700,"WINCHESTER, CITY OF",Municipal Owned,IL,0.05,0.0,0.03,0.012999999999999998,0.0,0.0,0.0,0.346,0.0,0.0,0
298,22693,WILTON GAS DEPT,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
299,22679,"WILSON GAS DEPT, CITY OF",Municipal Owned,NC,3.908,3.892,5.45,1.7300000000000004,3.16,2.5199999999999996,3.8000000000000007,0.8699999999999974,4.680000000000003,2.330000000000002,2.27
300,22665,"WILLOW GAS DEPT, TOWN OF",Municipal Owned,OK,5,0,0.5,0.0,-5.5,0,0,0,0,0,0
301,22658,SPIRE MISSISSIPPI INC,Investor Owned,MS,1,5,1,2.25,6.3100000000000005,8.339999999999998,5.440000000000001,2.120000000000001,4.409999999999997,1.7000000000000028,5.27
302,22651,"WILLISTON GAS DEPT, CITY OF",Municipal Owned,FL,0,0,0,1,2,0,0,0,7,0,0
303,22623,WILLIAMSPORT CORP,Municipal Owned,OH,0,0,0,0,0.5,0.06799999999999995,0.0,0.0,0.0,0.0,0
304,22609,"WILLCOX MUNICIPAL SYSTEM, CITY OF",Municipal Owned,AZ,1,0.10000000000000009,0.8999999999999999,0.2999999999999998,0.40000000000000036,0.5,0.0,0.0,0.0,-0.20000000000000018,0
305,22605,WILCOX COUNTY GAS DISTRIBUTION,Municipal Owned,AL,3.75,0.25,0,0,0,0,4.5,0.0,1.25,1.0,1.25
306,22602,WICKLIFFE NATURAL GAS SYSTEM,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
307,22588,"WHITTEMORE, TOWN OF",Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
308,22581,"WHITEFACE GAS DEPT, CITY OF",Municipal Owned,TX,0,0,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0
309,22567,"WHITE HALL GAS DEPT, CITY OF",Municipal Owned,IL,0.012,0.0,0.0,0.0,0.07200000000000001,0.01999999999999999,0.0,0.0,0.0,0.12000000000000001,0
310,22546,"WHITE CASTLE, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
311,22532,"WETMORE GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
312,22525,WESTVILLE GAS COMMISSION,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
313,22511,WESTFIELD GAS & ELECTRIC LIGHT DEPT,Municipal Owned,MA,3.682,3.5100000000000002,5.8629999999999995,2.4849999999999994,3.370000000000001,2.2880000000000003,1.9589999999999996,2.632999999999999,4.940000000000001,2.9719999999999978,4.024
314,22504,WESTFIELD GAS CORP,Investor Owned,IN,0,3,0,4,5,5,15,4,17,6,12
315,22500,"WESTLAKE, TOWN OF",Municipal Owned,LA,9,-7,1,1,2,0,1,1,1,1,0
316,22476,ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),Investor Owned,KY,13,26,54,39,33.5,40.0,104.39999999999998,94.30000000000001,63.80000000000001,61.39999999999998,94.4
317,22468,WESTERN LEWIS RECTORVILLE GAS & WATER DISTRICT,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
318,22435,WEST TEXAS GAS INC,Investor Owned,TX,20.473,32.448,150.239,60.303000000000026,43.53199999999998,38.41899999999998,59.64100000000002,49.12099999999998,34.20400000000001,69.46400000000006,84.76
319,22434,WEST TENNESSEE PUBLIC UTIL DIST,Municipal Owned,TN,2.54,15.7,6.610000000000003,20.32,32.959999999999994,37.89,45.709999999999994,36.95000000000002,48.45999999999998,82.87,57.7
320,22427,WEST POINT GAS SYSTEM,Municipal Owned,GA,10.69,0.0,0.0,0.0,1.3600000000000012,0.0,0.6600000000000001,0.0,0.0,0.0,0
321,22406,WEST JEFFERSON GAS SYSTEM,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
322,22371,"WEST BEND, TOWN OF, GAS",Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
323,22364,WEST BATON ROUGE PARISH NATURAL GAS SYSTEM,Municipal Owned,LA,0.23,1.27,2.1,2.6699999999999995,1.950000000000001,1.1499999999999986,2.200000000000001,1.8499999999999996,1.9399999999999995,1.3599999999999994,1.2
324,22357,WELLMAN MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
325,22350,WELCH GAS COOP,Cooperative,WV,0,0,1,0,0,0,0,0,1,4.91,0
326,22343,"WEIR NATURAL GAS SYSTEM, TOWN OF",Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
327,22322,WEDOWEE UTILITIES GAS BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
328,22315,"WAYNESBORO GAS DEPT, CITY OF",Municipal Owned,TN,23,0,-23,23,0,0,0,1,2,0,0
329,22308,"WAYNESBORO NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0.25,0.55,0.25,0.0,-0.050000000000000044,0.25,0.0,0.0,0.25
330,22287,"WAYNE CITY GAS UTILITY, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0.063,-0.06,0.165,0.0,0.0,0.27,0
331,22280,WAYLAND MUNICIPAL GAS CO,Municipal Owned,IA,0.5,3.55,0.0,0.0,0.4800000000000004,0.0,0.0,0.0,0.0,0.0,0
332,22273,WAVERLY GAS DEPT,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
333,22259,"WAVELAND WATER & GAS DEPT, CITY OF",Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
334,22238,WATERVILLE GAS & OIL CO,Privately Owned,OH,2,1,2,2,5,2,7,3,3,1,3
335,22236,WATERVILLE GAS CO,Privately Owned,OH,0,0,0,0,0,0,0,0,0,0,0
336,22235,WAUKEE MUNICIPAL GAS,Municipal Owned,IA,0,1,2,5.1530000000000005,10.447000000000001,7.599999999999998,9.599999999999998,5.200000000000003,4.5,9.200000000000003,9.2
337,22231,WATERTOWN MUNICIPAL GAS DEPT,Municipal Owned,SD,4.619,0.49600000000000044,5.049999999999999,1.8970000000000002,1.325000000000001,3.0090000000000003,0.9179999999999993,1.629999999999999,1.7890000000000015,0.7480000000000011,1.032
338,22229,MONROE WATER LIGHT & GAS COMMISSION,Municipal Owned,GA,0.1,5.6000000000000005,1.7999999999999998,0.0,1.7400000000000002,1.629999999999999,2.460000000000001,0.28999999999999915,6.9300000000000015,2.1999999999999993,13.55
339,22224,"WATERPROOF, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
340,22217,WATERLOO MUNICIPAL GAS SYSTEM,Municipal Owned,IL,0.43,1.085,1.3,1.98,0.3819999999999997,0.28000000000000025,0.8420000000000005,0.4189999999999996,2.2040000000000006,0.0,1.048
341,22196,WASHINGTON NATURAL GAS SYSTEM,Municipal Owned,LA,0,0,0,34,0,0,0,-34,0,0,0
342,22189,PUGET SOUND ENERGY,Investor Owned,WA,67,74,92,92,143,-468,0,0,0,1107.612,60
343,22182,WASHINGTON GAS LIGHT CO,Privately Owned,VA,29,56,76.179,69.809,74.87400000000002,32.303,55.33299999999997,56.65199999999999,70.71000000000004,87.09000000000003,45.9
344,22168,"WARREN GAS DEPT, CITY OF",Municipal Owned,MN,0,0,0,0.165,0.038000000000000006,0.0,0.911,1.82,0.0,3.42,0
345,22154,WARNER ROBINS GAS SYSTEM,Municipal Owned,GA,5,1,0,0.1769999999999996,0.8130000000000006,0.0,2.8870000000000005,1.1689999999999987,0.8529999999999998,0.5820000000000007,1.984
346,22140,WANN PUBLIC WORKS AUTH,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
347,22120,"WALTON, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
348,22112,"WALSENBURG, CITY OF",Municipal Owned,CO,0,0,0,0,0,0,0,1,0,0,0
349,22105,"WALNUT MUNICIPLE GAS SYSTEM, TOWN OF",Municipal Owned,MS,0,0,161,0,1,1,1,0,4,1,169
350,22098,"WALNUT GROVE GAS SYSTEM, CITY OF",Municipal Owned,MS,0,0,0.75,0.0,0.55,0.0,0.09999999999999987,0.0,0.30000000000000004,0.0,0
351,22091,WALLY GAS CO INC,Privately Owned,PA,0,0,0,0,0,0,0,0,0,0,0
352,22084,"WALLER, CITY OF",Municipal Owned,TX,0,0,0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,1
353,22063,"WALKER, TOWN OF",Municipal Owned,LA,2,0,2,0,3,5,2,2,4,2,4
354,22042,WAKITA UTILITIES AUTH,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
355,22035,WAKEFIELD MUNICIPAL LIGHT DEPT,Municipal Owned,MA,2.6,1.6,2.7,0.0,6.699999999999999,3.0000000000000018,3.8999999999999986,1.75,4.27,3.879999999999999,1.69
356,22021,"WAGON MOUND GAS SYSTEM, VILLAGE OF",Municipal Owned,NM,0,0,0,0,0,0,0,0,0,0,0
357,22014,WADLEY GAS SYSTEMS,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
358,21349,VIRGINIA NATURAL GAS,Investor Owned,VA,73.913,161.08999999999997,38.197,82.30000000000001,86.80000000000001,-442.3,0,0,0,0,0
359,21340,"VIRGINIA DEPT OF PUBLIC UTILITY, CITY OF",Municipal Owned,MN,0.18,0.81,0.028000000000000025,0.22100000000000009,0.504,2.492,3.354,-1.133,1.9340000000000002,0.4499999999999993,0.57
360,21300,"VINA GAS SYSTEM, TOWN OF",Municipal Owned,AL,0,1,0,0,0,0,1,1,0,0,0
361,21290,"VILLE PLATTE GAS SYSTEM, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
362,21260,CITY OF VIENNA MUNICIPAL GAS SYSTEM,Municipal Owned,IL,0,0,0,0,1.25,0.0,0.0,0.0,0.04299999999999993,0.30800000000000005,0.077
363,21250,"VIENNA NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,1,0,0,0,0,0,0,0,0
364,21240,"VIDALIA GAS DEPT, CITY OF",Municipal Owned,LA,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0
365,21220,"VICKSBURG, CITY OF",Municipal Owned,MS,1,2,0,1,0,0,0,0.5,1.3499999999999996,0.0,0.2
366,21210,VICI PUBLIC WORKS AUTH,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
367,21200,"VERONA GAS DEPT, VILLAGE OF",Municipal Owned,OH,0,0,0,0,0,0,0,0.22,0.0,0.16,0.06
368,21190,VERMONT GAS SYSTEMS INC,Privately Owned,VT,13,11.73,17.87,29.759999999999998,16.75,14.680000000000007,44.08,28.75,16.560000000000002,12.400000000000006,6.5
369,21120,VANCEBURG UTILITIES GAS DEPT,Municipal Owned,KY,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
370,21030,"VALLEY ENERGY, INC.",Investor Owned,PA,2.797,1.7200000000000002,1.923,2.6949999999999994,2.692,1.6229999999999993,1.4890000000000008,1.6000000000000014,0.8349999999999973,2.029,5.289
371,20320,"UVALDE GAS DEPT, CITY OF",Municipal Owned,TX,0.39,0.378,0.55,0.21299999999999986,0.10200000000000009,0.1419999999999999,0.2570000000000001,7.507999999999999,-0.879999999999999,-0.1330000000000009,3
372,20310,"UTICA, TOWN OF",Municipal Owned,MS,23,0,0,0,0,0,0,0,0,-23,0
373,20211,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),Investor Owned,VA,3,2,2,4,22.700000000000003,-5.900000000000002,11.900000000000002,8.5,7.799999999999997,2.1000000000000014,6
374,20190,UNIONVILLE MUNICIPAL NATURAL GAS SYSTEM,Municipal Owned,MO,0,0,0.386,0.0,0.008000000000000007,0.0,0.0,0.0,0.0,0.6920000000000001,0.862
375,20180,"UNIONTOWN GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
376,20170,"UNION UTILITY DEPT, CITY OF",Municipal Owned,SC,3.625,2.375,11.875,0.75,0.75,4.875,4.375,4.25,3.375,2.75,0
377,20150,UNION SPRINGS UTILITIES BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
378,20140,"UNION POINT MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
379,20120,UNION OIL & GAS INC,Privately Owned,WV,1,1,3,3,0,2,0,1,5,0,0
380,20110,DUKE ENERGY KENTUCKY,Investor Owned,KY,11.082,-0.04800000000000004,1.7889999999999997,17.127,9.264,15.643,8.57,13.699999999999996,11.823000000000008,25.143,21.06
381,20050,AMERENUE,Investor Owned,MO,34,26,19.28,31.039999999999992,25.730000000000018,24.049999999999983,25.670000000000016,43.23999999999998,33.47000000000003,114.43,44
382,20030,UNICOI COUNTY MUNICIPAL UTILITY AUTH,Municipal Owned,TN,3,0,0,0,0,0,0,0,0,0,0
383,20020,"UNADILLA GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,1.4,0.0,0
384,20010,"UGI UTILITIES, INC",Investor Owned,PA,33.149,63.679,69.97,116.202,107,127,97,-614,0,0,0
385,19770,TUTTLE PUBLIC WORKS AUTH,Municipal Owned,OK,1,1,0,0,2,2,0,1,3,0,3
386,19760,"TUSCUMBIA GAS DEPT, CITY OF",Municipal Owned,AL,0,0,0,1,0,1,-0.8999999999999999,0.32999999999999985,0.47,-0.7899999999999998,3.13
387,19740,"TRUSSVILLE, UTILITIES BOARD, CITY OF",Municipal Owned,AL,0,0.469,0.28800000000000003,2.077,4.122,1.134999999999999,5.088000000000001,2.078999999999999,0.4250000000000007,1.2910000000000004,3.072
388,19710,"TROY GAS SYSTEM, TOWN OF",Municipal Owned,TN,0,0,0,0,0,0,0,0,0,0,0
389,19690,"TRION, CITY OF",Municipal Owned,GA,0,0,0,0.09,0.0,0.0,0.5,0.0,0.0,0.32000000000000006,0
390,19680,"TRINIDAD, CITY OF",Municipal Owned,CO,1,0,1,0,-1,1,0,-1.08,3.6399999999999997,-0.20999999999999996,0.612
391,19641,TRI - COUNTY NATURAL GAS,Municipal Owned,GA,0.8,0.0,0.0,6.5,0.0,0.0,2.000000000000001,0.5,0.0,0.0,15
